Animals,Leavings,Rarity_Value,Num_Uniques,Size
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Alligator', 'Glyptodon', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Alligator', 'Glyptodon', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Alligator', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.88,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Alligator', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.12,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Paissa', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Paissa', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.12,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Ground Squirrel/Opo-Opo', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Yellow Coblyn/Morbol Seedling', 'Ground Squirrel/Opo-Opo', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Goobue', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Goobue', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.19,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Griffin']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Goobue', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Goobue', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.19,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Yellow Coblyn/Morbol Seedling', 'Glyptodon', 'Ground Squirrel/Opo-Opo', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Griffin']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Yellow Coblyn/Morbol Seedling', 'Ground Squirrel/Opo-Opo', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Griffin']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.88,12,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Glyptodon', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Glyptodon', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Glyptodon', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Glyptodon', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.88,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.12,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,15,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.12,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Ground Squirrel/Opo-Opo', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Lemur/Star Marmot', 'Yellow Coblyn/Morbol Seedling', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Ground Squirrel/Opo-Opo', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.06,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Glyptodon', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.81,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Glyptodon', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Glyptodon', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.81,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Glyptodon', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.94,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.75,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Alligator', 'Ground Squirrel/Opo-Opo', 'Coblyn/Morbol/Grand Doblyn', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Island Billy', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.88,12,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.88,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Coblyn/Morbol/Grand Doblyn', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,13,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Apkallu', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Black Chocobo']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",0.88,14,16
"['Aurochs/Island Nanny', 'Aurochs/Island Nanny', 'Ornery Karakul', 'Island Doe', 'Amethyst Spriggan', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Beachcomb/Glyptodon Pup/Adamantoise', 'Glyptodon', 'Paissa', 'Tiger/Quartz Spriggan/Weird Spriggan', 'Coblyn/Morbol/Grand Doblyn', 'Twinklefleece/Funguar', 'Twinklefleece/Funguar', 'Blue Back/Dodo', 'Rare Boar', 'Dodo of Paradise/Gold Back/Alkonost']","{'Milk': 3.5, 'Fur': 3.5, 'Fleece': 3.0, 'Fang': 3.0, 'Claw': 3.0, 'Carapace': 3.0, 'Horn': 2.0, 'Feather': 1.5, 'Egg': 1.5}",1.0,13,16
